player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Charlie Guymer,Eels,Wests Tigers,5,2026,Interchange,58:00,0,0,11,103,25,0,0,0,0,0,1,9,0,3.01s,0,0,0,2,13,0.18,90.91,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58:00,-,see prior STATUS.md entries,2026-06-21,True
Luca Moretti,Eels,Wests Tigers,5,2026,Interchange,30:00,0,0,7,42,13,0,0,0,0,0,2,7,0,2.85s,0,0,1,0,7,,84.0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:30,07:55,see prior STATUS.md entries,2026-06-21,True
Jack De Belin,Eels,Wests Tigers,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Apa Twidle,Eels,Wests Tigers,5,2026,Replacement,26:00,2,8,8,93,8,31,3,0,0,0,3,0,0,3.49s,0,0,0,1,8,0.13,100.0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,25:54,-,see prior STATUS.md entries,2026-06-21,True
Jahream Bula,Wests Tigers,Eels,5,2026,Fullback,85:00,1,4,21,210,41,95,1,1,0,0,4,0,0,3.35s,1,2,1,26,43,1.24,80.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Faaletino Tavana,Wests Tigers,Eels,5,2026,Winger,76:00,1,4,16,106,38,7,0,0,0,0,4,1,0,3.74s,0,0,0,7,24,0.44,75.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75:52,-,see prior STATUS.md entries,2026-06-21,True
Sunia Turuva,Wests Tigers,Eels,5,2026,Centre,85:00,0,0,17,156,45,0,1,0,0,0,4,1,0,3.84s,0,0,0,9,24,0.53,91.67,11,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Heamasi Makasini,Wests Tigers,Eels,5,2026,Centre,85:00,0,0,22,198,78,6,0,0,0,0,2,1,0,4.04s,0,0,0,6,27,0.27,81.82,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Luke Laulilii,Wests Tigers,Eels,5,2026,Winger,75:00,0,0,23,235,85,77,0,0,0,0,5,1,0,3.72s,0,0,0,4,29,0.17,50.0,1,0,0,1,0,0,0,0,0,3,2,1,0,0,1,0,75:00,-,see prior STATUS.md entries,2026-06-21,True
Jock Madden,Wests Tigers,Eels,5,2026,Five-Eighth,85:00,0,10,16,94,5,0,0,0,1,0,2,0,0,2.93s,0,0,0,57,82,3.56,86.21,25,3,0,0,22,655,1,7,1,0,0,1,0,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Adam Doueihi,Wests Tigers,Eels,5,2026,Halfback,85:00,1,4,15,145,43,13,1,0,0,0,4,0,0,4.15s,0,0,1,16,35,1.07,85.71,12,0,0,0,3,73,0,1,0,4,3,0,2,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Terrell May,Wests Tigers,Eels,5,2026,Prop,54:00,0,0,17,129,53,0,0,0,0,0,7,17,0,2.81s,0,0,4,4,20,0.24,94.74,36,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27:41,20:58,see prior STATUS.md entries,2026-06-21,True
Apisai Koroisau,Wests Tigers,Eels,5,2026,Hooker,85:00,0,0,6,56,21,0,0,0,0,0,1,3,0,2.55s,1,16,0,141,146,23.5,86.15,56,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Fonua Pole,Wests Tigers,Eels,5,2026,Prop,27:00,0,0,8,76,26,10,0,0,0,0,5,7,0,3.51s,0,0,0,1,9,0.13,94.12,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22:05,04:58,see prior STATUS.md entries,2026-06-21,True
Samuela Fainu,Wests Tigers,Eels,5,2026,2nd Row,85:00,0,0,13,79,37,0,0,0,0,0,0,13,0,3.83s,0,0,2,6,20,0.46,92.68,38,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Kai Pearce-Paul,Wests Tigers,Eels,5,2026,2nd Row,85:00,0,0,13,83,25,0,0,2,2,0,5,12,0,3.49s,0,0,4,4,17,0.31,88.24,45,4,0,0,0,0,0,0,0,2,2,0,1,0,0,0,85:00,-,see prior STATUS.md entries,2026-06-21,True
Alex Twal,Wests Tigers,Eels,5,2026,Lock,80:00,0,0,17,120,40,0,0,0,0,0,3,17,0,3.62s,0,0,3,10,27,0.59,92.59,50,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65:14,14:28,see prior STATUS.md entries,2026-06-21,True
Latu Fainu,Wests Tigers,Eels,5,2026,Interchange,30:00,0,0,4,30,13,0,0,0,0,0,1,1,0,3.52s,0,0,0,6,9,1.5,100.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:37,09:08,see prior STATUS.md entries,2026-06-21,True
Sione Fainu,Wests Tigers,Eels,5,2026,Interchange,38:00,0,0,10,97,25,65,0,0,0,0,0,5,0,3.87s,0,0,1,1,11,0.1,88.0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27:29,09:54,see prior STATUS.md entries,2026-06-21,True
Royce Hunt,Wests Tigers,Eels,5,2026,Interchange,22:00,0,0,7,76,38,0,0,0,0,0,0,7,0,3.12s,0,0,1,0,7,,81.25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:50,-,see prior STATUS.md entries,2026-06-21,True
Alex Seyfarth,Wests Tigers,Eels,5,2026,Interchange,16:00,0,0,6,40,13,0,0,0,0,0,0,4,0,3.41s,0,0,0,2,6,0.33,92.31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14:47,-,see prior STATUS.md entries,2026-06-21,True
Jeral Skelton,Wests Tigers,Eels,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Tristan Hope,Wests Tigers,Eels,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Dylan Edwards,Panthers,Storm,5,2026,Fullback,80:00,1,4,27,243,62,104,0,1,2,0,6,0,0,3.56s,1,7,1,17,41,0.63,100.0,8,0,0,0,1,19,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Jenkins,Panthers,Storm,5,2026,Winger,80:00,2,8,22,260,75,106,2,0,0,0,6,0,0,3.96s,0,0,0,3,25,0.14,50.0,1,1,0,1,1,19,1,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Paul Alamoti,Panthers,Storm,5,2026,Centre,80:00,0,2,10,77,34,0,1,0,0,0,3,0,0,3.79s,0,0,2,5,15,0.5,100.0,11,0,0,0,1,24,1,0,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Casey McLean,Panthers,Storm,5,2026,Centre,80:00,1,4,17,184,48,0,2,2,1,0,5,0,0,3.05s,2,20,0,9,23,0.53,85.71,12,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Brian To'o,Panthers,Storm,5,2026,Winger,80:00,1,4,20,198,77,4,1,0,0,0,6,1,0,3.67s,0,0,0,4,24,0.2,,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Blaize Talagi,Panthers,Storm,5,2026,Five-Eighth,80:00,0,0,9,62,17,0,0,2,0,0,0,0,0,2.35s,1,4,1,38,44,4.22,80.77,21,4,0,0,2,50,0,1,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nathan Cleary,Panthers,Storm,5,2026,Halfback,73:00,1,16,18,148,34,0,1,2,1,0,2,0,0,3.03s,2,19,1,42,63,2.33,87.5,14,2,0,0,12,402,0,8,0,0,0,1,0,0,0,0,72:58,-,see prior STATUS.md entries,2026-06-21,True
Moses Leota,Panthers,Storm,5,2026,Prop,46:00,0,0,12,99,55,0,0,0,0,0,0,12,0,3.17s,0,0,1,1,13,0.08,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:18,17:35,see prior STATUS.md entries,2026-06-21,True
Freddy Lussick,Panthers,Storm,5,2026,Hooker,56:00,1,4,4,29,10,0,1,0,0,0,2,0,0,4.01s,4,29,0,76,82,19.0,94.59,35,0,0,0,2,95,0,0,0,0,0,0,1,0,0,0,49:02,07:02,see prior STATUS.md entries,2026-06-21,True
Lindsay Smith,Panthers,Storm,5,2026,Prop,51:00,0,0,15,124,29,78,0,0,0,0,0,6,0,3.49s,0,0,1,8,21,0.53,87.5,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28:19,23:12,see prior STATUS.md entries,2026-06-21,True
Isaiah Papali'i,Panthers,Storm,5,2026,2nd Row,67:00,0,0,13,102,51,0,0,0,0,0,0,13,0,3.38s,0,0,2,4,18,0.31,90.0,27,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,66:36,-,see prior STATUS.md entries,2026-06-21,True
Liam Martin,Panthers,Storm,5,2026,2nd Row,43:00,1,4,10,74,31,0,1,0,0,0,1,10,0,3.67s,0,0,0,1,11,0.1,83.33,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30:05,13:24,see prior STATUS.md entries,2026-06-21,True
Isaah Yeo,Panthers,Storm,5,2026,Lock,80:00,0,0,16,153,82,0,0,0,0,0,0,13,0,3.6s,1,6,2,11,25,0.69,95.56,43,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Cogger,Panthers,Storm,5,2026,Interchange,31:00,0,0,1,11,4,0,0,0,0,0,0,0,0,2.24s,1,11,0,43,44,43.0,94.12,16,1,0,0,1,19,1,0,1,0,0,0,0,0,0,0,31:00,-,see prior STATUS.md entries,2026-06-21,True
Billy Phillips,Panthers,Storm,5,2026,Interchange,29:00,0,0,5,39,13,24,0,0,0,0,0,3,0,3.6s,0,0,0,5,10,1.0,100.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:30,-,see prior STATUS.md entries,2026-06-21,True
Scott Sorensen,Panthers,Storm,5,2026,Interchange,34:00,0,0,8,69,30,0,0,0,0,0,0,6,0,4.04s,1,12,0,5,11,0.63,100.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:06,-,see prior STATUS.md entries,2026-06-21,True
Luke Garner,Panthers,Storm,5,2026,Interchange,50:00,1,4,9,80,29,0,1,0,0,0,3,8,0,3.74s,1,11,0,1,10,0.11,100.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00,-,see prior STATUS.md entries,2026-06-21,True
Izack Tago,Panthers,Storm,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Billy Scott,Panthers,Storm,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Sualauvi Faalogo,Storm,Panthers,5,2026,Fullback,80:00,1,4,16,153,46,38,1,0,0,0,6,0,0,4.02s,0,0,0,4,26,0.25,50.0,4,4,0,6,1,24,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Will Warbrick,Storm,Panthers,5,2026,Winger,80:00,0,0,14,100,47,12,0,0,0,0,2,0,0,3.28s,0,0,0,1,16,0.07,75.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nick Meaney,Storm,Panthers,5,2026,Centre,80:00,0,2,10,74,35,0,0,0,0,0,0,1,0,3.3s,0,0,0,5,17,0.5,66.67,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Siulagi Tuimalatu-Brown,Storm,Panthers,5,2026,Winger,80:00,0,0,11,68,22,4,0,0,0,0,0,0,0,3.6s,0,0,0,0,13,,50.0,3,3,0,2,0,0,0,0,0,3,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Cameron Munster,Storm,Panthers,5,2026,Five-Eighth,80:00,0,0,14,104,39,0,0,1,1,0,0,0,0,3.93s,1,6,0,30,48,2.14,79.41,27,4,0,0,8,314,1,0,2,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jahrome Hughes,Storm,Panthers,5,2026,Halfback,80:00,0,0,12,64,26,0,0,1,1,0,2,0,0,4.5s,0,0,0,32,50,2.67,78.26,18,4,0,0,12,390,0,4,1,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Stefano Utoikamanu,Storm,Panthers,5,2026,Prop,49:00,0,0,11,88,47,7,0,0,0,0,2,10,0,3.27s,0,0,2,0,11,,94.29,33,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,23:00,25:38,see prior STATUS.md entries,2026-06-21,True
Harry Grant,Storm,Panthers,5,2026,Hooker,62:00,0,0,1,7,4,0,0,0,0,0,0,0,0,3.52s,1,7,0,90,89,90.0,95.0,38,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,61:56,-,see prior STATUS.md entries,2026-06-21,True
Josh King,Storm,Panthers,5,2026,Prop,51:00,0,0,11,90,32,23,0,0,0,0,0,7,0,3.96s,0,0,1,1,11,0.09,96.15,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26:22,24:40,see prior STATUS.md entries,2026-06-21,True
Joe Chan,Storm,Panthers,5,2026,2nd Row,80:00,0,0,8,48,21,0,0,0,0,0,2,8,0,3.46s,0,0,0,3,12,0.38,94.0,47,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Alec MacDonald,Storm,Panthers,5,2026,Interchange,44:00,0,0,8,62,31,0,0,0,0,0,0,8,0,2.96s,0,0,0,0,8,,100.0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36:32,07:03,see prior STATUS.md entries,2026-06-21,True
Trent Loiero,Storm,Panthers,5,2026,Lock,55:00,0,0,9,74,31,0,0,0,0,0,3,8,0,3.27s,0,0,2,8,16,0.89,92.5,37,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,55:20,-,see prior STATUS.md entries,2026-06-21,True
Tyran Wishart,Storm,Panthers,5,2026,Interchange,46:00,0,0,6,43,22,0,0,0,0,0,0,4,0,3.77s,2,13,0,29,35,4.83,93.75,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46:00,-,see prior STATUS.md entries,2026-06-21,True
Davvy Moale,Storm,Panthers,5,2026,Interchange,18:00,0,0,5,32,16,0,0,0,0,0,0,5,0,3.04s,0,0,0,1,6,0.2,75.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Hetherington,Storm,Panthers,5,2026,Interchange,21:00,0,0,3,19,12,0,0,0,0,0,0,3,0,3.59s,0,0,0,0,3,,94.74,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:57,-,see prior STATUS.md entries,2026-06-21,True
Cooper Clarke,Storm,Panthers,5,2026,2nd Row,54:00,0,0,7,55,27,0,0,0,0,0,0,6,0,2.98s,1,10,0,1,8,0.14,92.31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:10,20:28,see prior STATUS.md entries,2026-06-21,True
Lazarus Vaalepu,Storm,Panthers,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Manaia Waitere,Storm,Panthers,5,2026,Centre,80:00,1,4,13,96,25,0,1,0,0,0,2,1,0,3.59s,0,0,0,0,12,,84.85,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Preston Conn,Storm,Panthers,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
William Kennedy,Sharks,Warriors,5,2026,Fullback,80:00,2,8,15,154,22,59,2,1,1,0,6,1,0,3.52s,0,0,0,8,21,0.53,100.0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sione Katoa,Sharks,Warriors,5,2026,Winger,80:00,0,0,22,254,68,13,1,0,0,0,8,0,0,3.13s,0,0,1,2,25,0.09,60.0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jesse Ramien,Sharks,Warriors,5,2026,Centre,59:00,0,0,7,83,36,0,0,0,0,0,2,0,0,3.5s,0,0,1,0,7,,70.0,7,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,58:46,-,see prior STATUS.md entries,2026-06-21,True
KL Iro,Sharks,Warriors,5,2026,Centre,80:00,1,4,13,175,31,0,1,1,0,0,6,0,0,4.03s,0,0,0,6,16,0.46,91.3,21,2,0,0,0,0,0,0,0,2,1,3,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Samuel Stonestreet,Sharks,Warriors,5,2026,Winger,80:00,0,0,15,191,42,79,1,0,1,0,0,0,0,3.33s,0,0,1,2,18,0.13,90.91,10,1,0,0,1,3,0,0,1,3,2,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Braydon Trindall,Sharks,Warriors,5,2026,Five-Eighth,80:00,0,0,9,59,12,0,0,1,1,0,1,0,0,4.85s,0,0,0,23,44,2.56,83.33,15,2,0,0,15,438,1,7,2,4,4,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nicholas Hynes,Sharks,Warriors,5,2026,Halfback,80:00,0,12,15,146,39,0,1,3,2,0,1,0,0,3.48s,0,0,1,20,37,1.33,91.67,22,1,0,0,5,155,1,1,1,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Addin Fonua-Blake,Sharks,Warriors,5,2026,Prop,49:00,0,0,9,102,44,0,0,0,0,0,0,9,0,2.89s,0,0,1,2,11,0.22,90.32,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28:09,21:14,see prior STATUS.md entries,2026-06-21,True
Blayke Brailey,Sharks,Warriors,5,2026,Hooker,80:00,0,0,5,38,3,0,0,0,1,0,1,1,0,3.04s,4,26,0,127,130,25.4,88.89,40,1,0,0,1,8,0,0,1,0,0,1,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Toby Rudolf,Sharks,Warriors,5,2026,Prop,38:00,0,0,6,70,35,10,1,0,0,0,1,5,0,2.71s,0,0,0,1,7,0.17,88.24,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22:55,15:24,see prior STATUS.md entries,2026-06-21,True
Billy Burns,Sharks,Warriors,5,2026,2nd Row,76:00,1,4,9,84,27,0,1,0,0,0,1,9,0,2.94s,0,0,2,2,12,0.22,93.33,42,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,69:30,06:57,see prior STATUS.md entries,2026-06-21,True
Teig Wilton,Sharks,Warriors,5,2026,2nd Row,80:00,1,4,9,98,37,0,0,0,0,0,3,9,0,3.15s,0,0,1,1,12,0.11,87.8,36,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jesse Colquhoun,Sharks,Warriors,5,2026,Lock,38:00,0,0,9,81,30,0,0,0,0,0,1,9,0,3.01s,0,0,1,3,12,0.33,85.71,24,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29:19,09:27,see prior STATUS.md entries,2026-06-21,True
Siosifa Talakai,Sharks,Warriors,5,2026,Interchange,43:00,1,4,10,106,32,10,1,0,0,0,3,7,0,2.77s,0,0,0,2,12,0.2,68.18,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:56,30:28,see prior STATUS.md entries,2026-06-21,True
Thomas Hazelton,Sharks,Warriors,5,2026,Interchange,42:00,0,0,10,87,38,7,0,0,0,0,0,9,0,3.82s,0,0,0,1,11,0.1,88.89,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41:41,-,see prior STATUS.md entries,2026-06-21,True
Oregon Kaufusi,Sharks,Warriors,5,2026,Interchange,35:00,0,0,6,52,19,10,0,0,0,0,0,5,0,3.01s,0,0,0,0,6,,92.31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:11,10:30,see prior STATUS.md entries,2026-06-21,True
Mawene Hiroti,Sharks,Warriors,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Hohepa Puru,Sharks,Warriors,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Briton Nikora,Sharks,Warriors,5,2026,Interchange,20:00,0,0,6,49,18,0,0,0,0,0,0,6,0,3.22s,0,0,1,0,6,,77.78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:00,-,see prior STATUS.md entries,2026-06-21,True
Taine Tuaupiki,Warriors,Sharks,5,2026,Fullback,80:00,0,0,16,111,27,32,0,0,0,0,3,0,0,3.61s,0,0,1,23,40,1.44,54.55,6,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Dallin Watene-Zelezniak,Warriors,Sharks,5,2026,Winger,80:00,3,12,14,188,25,14,2,0,0,0,1,0,0,3.32s,0,0,1,2,22,0.14,80.0,4,1,1,4,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Charnze Nicoll-Klokstad,Warriors,Sharks,5,2026,Centre,73:00,0,0,12,102,29,0,0,2,2,0,0,2,0,3.38s,0,0,1,6,16,0.5,85.71,18,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,73:00,-,see prior STATUS.md entries,2026-06-21,True
Adam Pompey,Warriors,Sharks,5,2026,Centre,80:00,0,0,9,65,30,0,0,0,0,0,1,0,0,3.66s,1,4,1,2,10,0.22,69.23,9,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Roger Tuivasa-Sheck,Warriors,Sharks,5,2026,Winger,80:00,0,0,16,143,47,19,0,0,0,0,4,0,0,3.75s,0,0,0,6,22,0.38,40.0,2,3,0,2,0,0,0,0,0,3,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Luke Metcalf,Warriors,Sharks,5,2026,Five-Eighth,75:00,0,0,9,84,12,0,0,0,0,0,0,1,0,3.68s,0,0,0,17,26,1.89,100.0,20,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,74:44,-,see prior STATUS.md entries,2026-06-21,True
Tanah Boyd,Warriors,Sharks,5,2026,Halfback,80:00,0,6,10,74,10,0,0,0,0,0,1,0,0,2.64s,0,0,1,41,66,4.1,77.27,17,5,0,0,16,578,1,2,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
James Fisher-Harris,Warriors,Sharks,5,2026,Prop,51:00,0,0,14,119,49,0,0,0,0,0,1,13,0,2.94s,0,0,0,3,16,0.21,83.33,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:54,22:10,see prior STATUS.md entries,2026-06-21,True
Wayde Egan,Warriors,Sharks,5,2026,Hooker,68:00,0,0,11,94,20,0,1,0,0,0,1,1,0,4.23s,8,76,3,83,88,7.55,95.24,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54:18,13:35,see prior STATUS.md entries,2026-06-21,True
Jackson Ford,Warriors,Sharks,5,2026,Prop,65:00,0,0,18,143,65,20,0,0,0,0,1,14,0,3.95s,0,0,0,1,18,0.06,92.11,35,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,64:37,-,see prior STATUS.md entries,2026-06-21,True
Leka Halasima,Warriors,Sharks,5,2026,2nd Row,80:00,0,0,11,94,36,0,0,0,0,0,3,11,0,3.11s,0,0,1,0,11,,91.89,34,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jacob Laban,Warriors,Sharks,5,2026,2nd Row,41:00,0,0,4,25,7,0,0,0,0,0,0,4,0,3.68s,0,0,0,2,7,0.5,86.67,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:19,11:44,see prior STATUS.md entries,2026-06-21,True
Erin Clark,Warriors,Sharks,5,2026,Lock,50:00,1,4,15,121,44,0,0,0,0,0,2,13,0,2.93s,0,0,4,10,23,0.67,89.47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:15,15:23,see prior STATUS.md entries,2026-06-21,True
Sam Healey,Warriors,Sharks,5,2026,Interchange,12:00,0,0,6,58,28,14,0,0,1,0,3,1,0,2.53s,4,33,0,22,27,3.67,80.0,4,0,0,0,1,6,0,0,1,1,1,0,0,0,0,0,02:42,09:25,see prior STATUS.md entries,2026-06-21,True
Marata Niukore,Warriors,Sharks,5,2026,Interchange,46:00,0,0,3,23,10,0,0,0,0,0,1,3,0,4.07s,0,0,0,1,4,0.33,78.57,22,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38:57,06:57,see prior STATUS.md entries,2026-06-21,True
Demitric Vaimauga,Warriors,Sharks,5,2026,Interchange,32:00,0,0,7,58,22,0,0,0,0,0,2,6,0,2.75s,0,0,1,5,11,0.71,100.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:31,-,see prior STATUS.md entries,2026-06-21,True
Tanner Stowers-Smith,Warriors,Sharks,5,2026,Interchange,42:00,0,0,16,143,50,18,0,0,0,0,2,13,0,2.56s,0,0,0,1,17,0.06,84.62,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:56,13:14,see prior STATUS.md entries,2026-06-21,True
Chanel Harris-Tavita,Warriors,Sharks,5,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
