player_name,team,opponent,round,season,position,mins_played,tries,try_minutes,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two
Luciano Leilua,Dragons,Warriors,20,2026,Interchange,22:00,0,,0,3,19,11,0,0,0,0,0,0,3,0,3.44s,0,0,0,1,4,0.33,90.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:00,-
Josh Kerr,Dragons,Warriors,20,2026,Interchange,08:00,0,,0,3,33,16,0,0,0,0,0,0,3,0,2.74s,0,0,1,0,3,,100.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08:25,-
Jacob Halangahu,Dragons,Warriors,20,2026,Interchange,26:00,0,,0,6,60,27,13,0,0,0,0,1,5,0,3.43s,0,0,0,0,6,,94.74,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:01,-
Moses Suli,Dragons,Warriors,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Lyhkan King-Togia,Dragons,Warriors,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Kaeo Weekes,Raiders,Rabbitohs,20,2026,Fullback,80:00,2,19;27,8,12,135,12,60,1,0,0,0,5,0,0,3.28s,1,8,1,20,35,1.67,100.0,2,0,0,2,1,12,0,1,0,1,2,0,0,0,0,0,80:00,-
Jed Stuart,Raiders,Rabbitohs,20,2026,Winger,80:00,1,57,4,14,152,22,5,0,1,1,0,3,1,0,3.09s,1,11,1,1,18,0.07,87.5,7,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,80:00,-
Simi Sasagi,Raiders,Rabbitohs,20,2026,Centre,80:00,0,,0,24,210,73,0,0,0,0,0,4,0,0,2.87s,1,12,0,4,25,0.17,79.17,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Matthew Timoko,Raiders,Rabbitohs,20,2026,Centre,80:00,0,,0,13,95,30,0,0,0,0,0,3,1,0,3.16s,0,0,1,2,12,0.15,82.35,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-
Xavier Savage,Raiders,Rabbitohs,20,2026,Winger,80:00,0,,0,11,86,30,0,0,0,0,0,2,1,0,3.12s,0,0,0,10,23,0.91,66.67,4,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-
Ethan Strange,Raiders,Rabbitohs,20,2026,Five-Eighth,80:00,0,,0,6,109,5,0,1,0,2,0,2,0,0,6.08s,2,22,1,16,18,2.67,89.29,25,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,80:00,-
Ethan Sanders,Raiders,Rabbitohs,20,2026,Halfback,80:00,0,,10,2,16,6,0,0,2,1,0,0,0,0,4.06s,0,0,0,29,48,14.5,77.78,14,2,0,0,17,732,0,6,0,0,0,0,0,0,0,0,80:00,-
Corey Horsburgh,Raiders,Rabbitohs,20,2026,Interchange,40:00,0,,0,10,67,23,0,0,0,0,0,0,10,0,2.86s,0,0,1,3,13,0.3,97.22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:15,-
Owen Pattie,Raiders,Rabbitohs,20,2026,Hooker,61:00,1,2,4,5,56,7,0,0,1,1,0,1,1,0,4.08s,4,39,1,76,81,15.2,80.39,41,8,0,0,2,98,0,0,0,0,0,0,3,0,0,0,61:21,-
Joseph Tapine,Raiders,Rabbitohs,20,2026,Prop,42:00,0,,0,17,163,49,39,0,0,0,0,2,13,0,3.01s,0,0,1,3,19,0.18,92.31,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28:19,14:14
Hudson Young,Raiders,Rabbitohs,20,2026,2nd Row,54:00,1,9,4,11,83,31,0,1,0,0,0,3,11,0,3.16s,0,0,0,1,12,0.09,80.95,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54:27,-
Noah Martin,Raiders,Rabbitohs,20,2026,2nd Row,80:00,1,24,4,9,79,24,0,1,0,0,0,4,9,0,2.85s,0,0,0,4,15,0.44,92.11,35,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,-
Zac Hosking,Raiders,Rabbitohs,20,2026,Lock,78:00,0,,0,14,116,51,0,0,0,0,0,0,13,0,2.88s,1,7,1,1,15,0.07,95.24,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52:31,25:33
Tom Starling,Raiders,Rabbitohs,20,2026,Interchange,19:00,0,,0,4,29,9,0,0,0,0,0,0,2,0,3.05s,2,21,0,22,27,5.5,85.71,12,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,19:00,-
Ata Mariota,Raiders,Rabbitohs,20,2026,Prop,49:00,0,,0,9,91,42,18,0,0,0,0,1,7,0,2.92s,0,0,0,1,10,0.11,91.89,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:31,23:27
Josh Papalii,Raiders,Rabbitohs,20,2026,Interchange,29:00,0,,0,2,28,12,16,0,0,0,0,0,1,0,3.46s,0,0,0,0,2,,91.3,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:14,-
Daine Laurie,Raiders,Rabbitohs,20,2026,Interchange,27:00,0,,0,7,57,19,0,0,0,0,0,1,6,0,3.92s,1,7,0,1,10,0.14,82.61,19,3,0,1,1,15,0,0,1,0,0,0,0,0,0,0,27:00,-
Savelio Tamale,Raiders,Rabbitohs,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Morgan Smithies,Raiders,Rabbitohs,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Matthew Dufty,Rabbitohs,Raiders,20,2026,Fullback,80:00,0,,0,21,203,56,89,0,0,0,0,4,1,0,3.59s,0,0,0,9,34,0.43,50.0,1,1,0,2,1,42,0,0,0,0,1,0,0,0,0,0,80:00,-
Alex Johnston,Rabbitohs,Raiders,20,2026,Winger,80:00,1,46,4,11,104,33,0,1,1,1,0,1,3,0,3.33s,0,0,1,13,25,1.18,62.5,5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Tallis Duncan,Rabbitohs,Raiders,20,2026,Centre,80:00,0,,0,17,143,58,0,0,0,0,0,3,0,0,3.35s,1,7,2,3,20,0.18,86.67,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Jack Wighton,Rabbitohs,Raiders,20,2026,Centre,80:00,0,,0,16,136,40,0,0,0,0,0,4,0,0,3.11s,0,0,0,5,19,0.31,90.91,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,80:00,-
Campbell Graham,Rabbitohs,Raiders,20,2026,Winger,80:00,0,,0,16,152,41,39,1,0,0,0,6,1,0,4.38s,1,10,1,4,21,0.25,60.0,3,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,80:00,-
Cody Walker,Rabbitohs,Raiders,20,2026,Five-Eighth,80:00,1,65,4,7,48,11,0,1,1,1,0,0,0,0,4.44s,0,0,1,49,60,7.0,86.96,20,3,0,0,3,67,1,2,1,2,1,0,0,0,0,0,80:00,-
Ashton Ward,Rabbitohs,Raiders,20,2026,Halfback,80:00,1,14,12,11,74,6,0,1,1,1,0,1,0,0,5.04s,0,0,0,54,71,4.91,78.95,15,3,0,0,14,429,2,9,0,1,1,0,0,0,0,0,80:00,-
Tevita Tatola,Rabbitohs,Raiders,20,2026,Prop,40:00,0,,0,15,128,54,0,0,0,0,0,0,15,0,3.26s,0,0,0,3,18,0.2,87.5,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25:50,14:15
Brandon Smith,Rabbitohs,Raiders,20,2026,Hooker,49:00,0,,0,6,94,38,0,1,1,1,0,2,0,0,2.67s,6,94,1,54,60,9.0,95.83,23,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22:42,25:34
Keaon Koloamatangi,Rabbitohs,Raiders,20,2026,Prop,66:00,0,,0,18,191,70,71,0,0,0,0,3,13,0,3.56s,0,0,1,1,19,0.06,96.97,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,53:59,11:46
David Fifita,Rabbitohs,Raiders,20,2026,2nd Row,80:00,0,,0,14,116,50,0,0,0,0,0,1,14,0,3.67s,0,0,4,2,17,0.14,93.33,28,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,80:00,-
Euan Aitken,Rabbitohs,Raiders,20,2026,2nd Row,80:00,0,,0,15,145,51,0,0,0,0,0,3,13,0,3.42s,2,20,1,3,18,0.2,91.67,44,3,0,0,1,28,0,0,0,0,0,0,1,0,0,0,80:00,-
Cameron Murray,Rabbitohs,Raiders,20,2026,Lock,70:00,1,49,4,15,152,45,0,1,0,0,0,2,12,0,3.38s,0,0,0,16,28,1.07,93.02,40,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54:25,15:22
Jye Gray,Rabbitohs,Raiders,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Lachlan Hubner,Rabbitohs,Raiders,20,2026,Interchange,37:00,0,,0,8,70,31,0,0,0,0,0,4,8,0,3.42s,0,0,0,1,9,0.13,85.71,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:36,09:02
Liam Le Blanc,Rabbitohs,Raiders,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Jamie Humphreys,Rabbitohs,Raiders,20,2026,Interchange,42:00,0,,0,3,27,7,0,0,0,0,0,0,2,0,3.49s,1,15,0,43,47,14.33,87.5,28,3,0,0,1,60,0,0,0,0,0,0,0,0,0,0,41:56,-
Latrell Siegwalt,Rabbitohs,Raiders,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
John Radel,Rabbitohs,Raiders,20,2026,Interchange,17:00,0,,0,3,36,4,36,0,0,0,0,0,0,0,3.93s,0,0,0,0,3,,92.86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:33,-
Dylan Edwards,Panthers,Broncos,20,2026,Fullback,80:00,0,,0,19,146,32,47,0,2,2,0,2,0,0,4.14s,1,6,0,22,39,1.16,100.0,4,0,0,5,1,2,0,0,1,2,1,0,0,0,0,0,80:00,-
Thomas Jenkins,Panthers,Broncos,20,2026,Winger,80:00,0,,0,18,180,52,13,1,0,0,0,1,0,0,3.3s,0,0,3,2,20,0.11,90.0,9,0,0,1,2,23,0,0,2,0,0,0,0,0,0,0,80:00,-
Paul Alamoti,Panthers,Broncos,20,2026,Centre,80:00,0,,0,11,124,39,0,0,1,0,0,3,0,0,3.95s,0,0,0,5,14,0.45,85.19,23,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Casey McLean,Panthers,Broncos,20,2026,Centre,80:00,0,,0,10,91,24,0,0,1,0,0,1,0,0,3.77s,1,12,0,4,14,0.4,52.63,10,9,0,1,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-
Brian To'o,Panthers,Broncos,20,2026,Winger,80:00,2,12;31,8,21,223,71,25,3,0,0,0,4,0,0,3.53s,0,0,0,4,26,0.19,90.91,10,1,0,0,1,7,0,0,1,1,1,1,0,0,0,0,80:00,-
Blaize Talagi,Panthers,Broncos,20,2026,Five-Eighth,80:00,0,,0,8,67,26,0,0,0,0,0,1,0,0,3s,2,16,0,15,24,1.88,79.31,23,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,80:00,-
Nathan Cleary,Panthers,Broncos,20,2026,Halfback,80:00,0,,4,7,33,5,0,0,0,0,0,0,0,0,2.52s,0,0,1,34,57,4.86,83.87,26,5,0,1,18,413,0,7,2,2,2,1,0,1,0,0,80:00,-
Moses Leota,Panthers,Broncos,20,2026,Prop,47:00,0,,0,10,84,26,0,0,0,0,0,0,10,0,3.01s,0,0,0,2,12,0.2,97.14,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:09,22:53
Freddy Lussick,Panthers,Broncos,20,2026,Hooker,62:00,0,,0,3,24,10,0,0,0,0,0,0,0,0,2.96s,3,24,0,93,96,31.0,91.67,33,3,0,0,1,29,0,0,0,0,0,0,0,0,0,0,61:52,-
Lindsay Smith,Panthers,Broncos,20,2026,Prop,46:00,0,,0,10,94,29,18,0,0,0,0,1,7,0,2.99s,0,0,1,7,16,0.7,97.14,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:43,15:19
Isaiah Papali'i,Panthers,Broncos,20,2026,2nd Row,80:00,0,,0,15,133,56,0,0,0,0,0,0,15,0,4.01s,0,0,1,3,20,0.2,92.68,38,2,0,0,1,9,0,0,1,1,0,2,1,0,0,0,80:00,-
Liam Martin,Panthers,Broncos,20,2026,2nd Row,80:00,0,,0,9,87,30,0,0,0,0,0,4,9,0,3.02s,0,0,0,4,13,0.44,97.96,48,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,80:00,-
Isaah Yeo,Panthers,Broncos,20,2026,Lock,65:00,0,,0,11,103,37,0,0,0,0,0,0,9,0,3.47s,0,0,0,7,16,0.64,98.0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35:33,29:08
Jack Cole,Panthers,Broncos,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Scott Sorensen,Panthers,Broncos,20,2026,Interchange,36:00,0,,0,6,100,33,0,1,0,0,0,0,6,0,3.62s,0,0,0,2,8,0.33,91.3,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:24,05:50
Liam Henry,Panthers,Broncos,20,2026,Interchange,26:00,0,,0,9,80,28,18,0,0,0,0,1,7,0,3.77s,0,0,0,3,12,0.33,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:15,-
Billy Phillips,Panthers,Broncos,20,2026,Interchange,20:00,0,,0,2,18,9,0,0,0,0,0,0,2,0,3.58s,0,0,0,0,2,,100.0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19:37,-
Izack Tago,Panthers,Broncos,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Billy Scott,Panthers,Broncos,20,2026,Interchange,18:00,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,18,18,,100.0,14,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,18:00,-
Reece Walsh,Broncos,Panthers,20,2026,Fullback,80:00,0,,2,18,134,29,16,1,3,3,0,6,0,0,4.88s,1,7,1,61,86,3.39,100.0,2,0,0,3,15,495,0,5,3,0,0,1,0,0,0,0,80:00,-
Josiah Karapani,Broncos,Panthers,20,2026,Winger,80:00,1,68,4,19,173,49,49,2,0,0,0,5,1,0,3.66s,0,0,0,1,21,0.05,100.0,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Kotoni Staggs,Broncos,Panthers,20,2026,Centre,80:00,1,22,4,17,152,60,0,1,1,0,0,10,1,0,3.91s,1,17,1,7,22,0.41,81.82,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Gehamat Shibasaki,Broncos,Panthers,20,2026,Centre,80:00,0,,0,23,198,79,0,0,0,0,0,4,2,0,4.1s,1,4,0,8,27,0.35,75.0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Deine Mariner,Broncos,Panthers,20,2026,Winger,80:00,0,,0,12,81,27,10,0,0,0,0,0,0,0,3.74s,0,0,0,3,16,0.25,55.56,5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Ezra Mam,Broncos,Panthers,20,2026,Five-Eighth,80:00,0,,0,9,74,34,0,0,0,0,0,1,0,0,4.38s,0,0,0,28,40,3.11,72.22,13,5,0,0,3,37,1,0,2,1,0,0,0,0,0,0,80:00,-
Adam Reynolds,Broncos,Panthers,20,2026,Halfback,80:00,0,,0,10,68,18,0,0,0,0,0,2,0,0,5.48s,0,0,1,41,56,4.1,92.86,26,1,0,0,6,188,2,2,1,3,3,0,0,0,0,0,80:00,-
Xavier Willison,Broncos,Panthers,20,2026,Prop,80:00,0,,0,22,225,126,8,0,0,0,0,1,21,0,3.3s,0,0,0,0,23,,94.29,33,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,-
Cory Paix,Broncos,Panthers,20,2026,Hooker,53:00,0,,0,1,7,4,0,0,0,0,0,0,0,0,2.44s,1,7,0,72,73,72.0,100.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53:23,-
Payne Haas,Broncos,Panthers,20,2026,Prop,74:00,0,,0,15,161,91,11,0,0,0,0,0,14,0,3.03s,0,0,0,3,18,0.2,100.0,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27:25,46:32
Brendan Piakura,Broncos,Panthers,20,2026,2nd Row,13:00,0,,0,2,12,7,0,0,0,0,0,0,2,0,3.66s,0,0,0,0,2,,100.0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13:00,-
Jordan Riki,Broncos,Panthers,20,2026,2nd Row,80:00,1,4,4,20,174,91,0,0,0,0,0,3,19,0,3.57s,1,0,1,3,25,0.15,92.68,38,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Patrick Carrigan,Broncos,Panthers,20,2026,Lock,80:00,0,,0,14,126,61,7,0,0,0,0,0,13,0,3.27s,0,0,0,15,29,1.07,97.96,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Ben Hunt,Broncos,Panthers,20,2026,Interchange,27:00,0,,0,2,0,0,0,0,0,0,0,0,1,0,5.44s,0,0,0,61,63,30.5,90.91,10,1,0,0,1,49,0,0,0,0,0,0,0,0,0,0,27:00,-
Ben Talty,Broncos,Panthers,20,2026,Interchange,35:00,0,,0,8,70,20,13,0,0,0,0,0,7,0,4.61s,0,0,0,0,8,,93.94,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24:03,10:30
Preston Riki,Broncos,Panthers,20,2026,Interchange,39:00,0,,0,11,78,27,8,0,0,0,0,1,10,0,2.86s,0,0,0,0,11,,100.0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:53,18:02
Grant Anderson,Broncos,Panthers,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Va'a Semu,Broncos,Panthers,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Hayze Perham,Broncos,Panthers,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Cody Ramsey,Roosters,Storm,20,2026,Fullback,80:00,0,,0,19,192,52,100,0,1,1,0,5,0,0,3.8s,1,6,0,13,30,0.68,50.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Daniel Tupou,Roosters,Storm,20,2026,Winger,80:00,1,74,4,21,173,60,50,1,0,0,0,5,0,0,3.76s,0,0,0,5,24,0.24,80.0,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-
Billy Smith,Roosters,Storm,20,2026,Centre,80:00,1,25,4,16,153,44,0,2,1,1,0,2,0,0,3.84s,0,0,1,5,21,0.31,92.0,23,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-
Hugo Savala,Roosters,Storm,20,2026,Centre,80:00,0,,0,14,95,39,5,0,0,0,0,2,0,0,4.55s,1,3,0,9,23,0.64,90.48,19,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-
Mark Nawaqanitawase,Roosters,Storm,20,2026,Winger,80:00,0,,0,21,169,80,56,0,0,1,0,4,0,0,4.33s,1,4,0,5,27,0.24,100.0,7,0,0,2,2,31,0,0,2,4,4,0,0,0,0,0,80:00,-
Daly Cherry-Evans,Roosters,Storm,20,2026,Five-Eighth,80:00,0,,0,12,58,12,0,0,0,1,0,1,0,0,3.99s,0,0,1,40,63,3.33,91.3,21,1,0,0,15,518,0,4,0,2,1,0,0,0,0,0,80:00,-
Sam Walker,Roosters,Storm,20,2026,Halfback,80:00,0,,2,20,106,17,0,0,1,0,0,2,0,0,3.54s,4,21,2,57,77,2.85,90.48,19,2,0,1,11,225,0,4,0,0,0,0,1,0,0,0,80:00,-
Naufahu Whyte,Roosters,Storm,20,2026,Prop,51:00,0,,0,19,180,94,13,0,0,0,0,1,18,0,3.55s,0,0,3,3,22,0.16,91.3,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30:06,21:07
Reece Robson,Roosters,Storm,20,2026,Hooker,80:00,0,,0,5,44,17,0,0,0,0,0,0,0,0,3.61s,5,44,0,115,119,23.0,94.44,51,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,80:00,-
Spencer Leniu,Roosters,Storm,20,2026,Prop,34:00,0,,0,9,81,40,0,0,0,0,0,1,8,0,2.83s,0,0,1,2,10,0.22,87.5,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:00,10:48
Nat Butcher,Roosters,Storm,20,2026,2nd Row,80:00,0,,0,14,104,47,0,0,0,0,0,0,13,0,3.65s,0,0,0,8,22,0.57,92.73,51,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-
Siua Wong,Roosters,Storm,20,2026,2nd Row,80:00,1,5,4,14,103,43,0,0,0,0,0,0,14,0,3.37s,0,0,0,1,16,0.07,91.3,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Victor Radley,Roosters,Storm,20,2026,Lock,51:00,0,,0,15,116,41,0,0,0,0,0,2,10,0,4.03s,1,6,0,7,20,0.47,97.06,33,1,0,0,1,32,1,0,0,0,0,0,1,0,0,0,24:38,25:38
Connor Watson,Roosters,Storm,20,2026,Interchange,44:00,0,,0,12,72,10,0,0,0,0,0,1,5,0,2.85s,0,0,0,15,22,1.25,94.29,33,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,29:43,14:51
Salesi Foketi,Roosters,Storm,20,2026,Interchange,24:00,0,,0,8,56,25,0,0,0,0,0,1,8,0,3.4s,0,0,0,1,9,0.13,86.67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:16,-
Egan Butcher,Roosters,Storm,20,2026,Interchange,36:00,0,,0,9,75,32,0,0,0,0,0,0,8,0,3.91s,0,0,0,1,10,0.11,92.31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:53,-
Taylor Losalu,Roosters,Storm,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Rex Bassingthwaighte,Roosters,Storm,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Tommy Talau,Roosters,Storm,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Sualauvi Faalogo,Storm,Roosters,20,2026,Fullback,80:00,0,,0,24,167,20,72,0,0,0,0,2,0,0,4.03s,3,11,3,17,39,0.71,55.56,5,3,0,2,1,17,1,0,0,0,0,0,0,0,0,0,80:00,-
Will Warbrick,Storm,Roosters,20,2026,Winger,28:00,0,,0,6,47,14,12,0,0,0,0,0,0,0,3.4s,0,0,0,1,10,0.17,,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,27:33,-
Jack Howarth,Storm,Roosters,20,2026,Centre,80:00,0,,0,15,97,40,0,0,0,0,0,1,0,0,2.84s,1,1,0,0,16,,80.95,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Nick Meaney,Storm,Roosters,20,2026,Centre,80:00,0,,2,16,107,38,0,0,0,0,0,1,0,0,3.17s,1,8,0,1,20,0.06,75.0,9,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,80:00,-
Tyran Wishart,Storm,Roosters,20,2026,Five-Eighth,80:00,0,,0,9,68,15,0,1,0,0,0,2,0,0,3.51s,2,14,0,40,57,4.44,96.88,31,0,0,0,12,425,0,3,1,0,0,0,0,0,0,0,80:00,-
Trent Toelau,Storm,Roosters,20,2026,Halfback,80:00,0,,0,12,60,5,0,0,1,0,0,1,0,0,5.52s,0,0,2,43,51,3.58,84.62,33,3,0,0,5,165,0,3,0,0,0,0,0,0,0,0,80:00,-
Stefano Utoikamanu,Storm,Roosters,20,2026,Prop,51:00,1,57,4,15,144,57,31,1,0,0,0,4,13,0,3.08s,0,0,1,0,15,,87.5,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:07,28:02
Harry Grant,Storm,Roosters,20,2026,Hooker,80:00,0,,0,9,51,11,0,0,1,1,0,0,0,0,3.63s,6,40,0,111,120,12.33,92.31,48,2,0,0,6,184,0,0,2,1,1,1,0,0,0,0,80:00,-
Josh King,Storm,Roosters,20,2026,Prop,65:00,0,,0,12,113,49,0,0,0,0,0,0,12,0,3.22s,0,0,0,0,13,,90.0,36,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40:01,24:36
Cooper Clarke,Storm,Roosters,20,2026,2nd Row,80:00,0,,0,16,113,44,0,0,0,0,0,1,15,0,3.45s,1,6,1,3,20,0.19,96.08,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-
Oryn Keeley,Storm,Roosters,20,2026,2nd Row,80:00,0,,0,20,149,56,0,0,0,0,0,1,4,0,3.29s,0,0,0,2,22,0.1,87.8,36,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-
Trent Loiero,Storm,Roosters,20,2026,Lock,50:00,0,,0,9,55,15,0,0,0,0,0,1,7,0,3.25s,0,0,0,16,24,1.78,90.24,37,3,0,0,1,34,0,0,0,0,0,0,0,0,0,0,20:40,28:31
Gabriel Satrick,Storm,Roosters,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Jack Hetherington,Storm,Roosters,20,2026,Interchange,30:00,0,,0,6,45,20,0,0,0,0,0,1,6,0,2.94s,0,0,1,1,7,0.17,100.0,15,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,30:49,-
