player_name,team,opponent,round,season,position,mins_played,tries,try_minutes,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two
Tolutau Koula,Sea Eagles,Titans,20,2026,Centre,80:00,1,79,4,17,226,49,7,1,0,0,0,4,1,0,2.93s,1,11,0,5,21,0.29,57.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Reuben Garrick,Sea Eagles,Titans,20,2026,Centre,80:00,1,62,4,15,139,30,0,1,1,1,0,3,1,0,3.41s,1,12,5,7,22,0.47,85.71,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-
Lehi Hopoate,Sea Eagles,Titans,20,2026,Winger,80:00,0,,0,21,185,56,31,0,0,0,0,3,1,0,3.2s,0,0,0,9,31,0.43,50.0,3,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Joey Walsh,Sea Eagles,Titans,20,2026,Five-Eighth,80:00,0,,0,14,114,12,0,2,1,1,0,2,0,0,4.42s,1,5,3,43,54,3.07,83.33,25,5,0,0,5,168,0,0,1,1,0,1,0,0,0,0,80:00,-
Jamal Fogarty,Sea Eagles,Titans,20,2026,Halfback,80:00,0,,8,7,42,4,0,0,1,2,0,0,0,0,2.44s,0,0,0,51,64,7.29,82.61,19,3,0,0,11,289,0,3,1,0,0,1,0,0,0,0,80:00,-
Taniela Paseka,Sea Eagles,Titans,20,2026,Prop,55:00,0,,0,11,96,42,11,0,0,0,0,1,10,0,2.98s,0,0,0,0,12,,83.33,30,6,0,0,0,0,0,0,0,2,2,0,1,0,0,0,30:09,25:10
Jake Simpkin,Sea Eagles,Titans,20,2026,Hooker,80:00,0,,0,5,22,4,0,0,1,1,0,0,2,0,3.18s,3,22,0,83,86,16.6,91.38,53,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,80:00,-
Simione Laiafi,Sea Eagles,Titans,20,2026,Prop,23:00,0,,0,6,65,24,41,0,0,0,0,0,3,0,3.21s,0,0,0,0,6,,83.33,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14:00,08:35
Haumole Olakau'atu,Sea Eagles,Titans,20,2026,2nd Row,80:00,1,53,4,16,153,67,0,1,1,0,0,9,13,0,2.97s,0,0,2,9,23,0.56,88.89,24,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-
Ethan Bullemor,Sea Eagles,Titans,20,2026,2nd Row,80:00,0,,0,14,101,42,0,0,1,0,0,3,14,0,3.11s,0,0,1,2,16,0.14,93.62,44,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80:00,-
Jake Trbojevic,Sea Eagles,Titans,20,2026,Lock,69:00,0,,0,3,22,11,0,0,0,0,0,1,3,0,3.95s,0,0,0,7,10,2.33,92.86,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49:34,19:30
Josh Feledy,Sea Eagles,Titans,20,2026,Interchange,49:00,0,,0,5,47,16,0,0,0,0,0,3,0,0,2.97s,0,0,0,1,6,0.2,90.0,9,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,49:00,-
Nathan Brown,Sea Eagles,Titans,20,2026,Interchange,34:00,0,,0,8,65,21,0,0,0,0,0,1,7,0,3.5s,0,0,0,7,14,0.88,91.67,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34:04,-
Kobe Hetherington,Sea Eagles,Titans,20,2026,Interchange,48:00,0,,0,12,97,34,10,0,0,0,0,3,11,0,3.35s,0,0,0,0,12,,90.0,36,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40:50,07:12
Jackson Shereb,Sea Eagles,Titans,20,2026,Interchange,11:00,0,,0,4,41,16,0,0,0,0,0,1,4,0,3.75s,0,0,0,0,4,,100.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:00,-
Nicholas Lenaz,Sea Eagles,Titans,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Aaron Schoupp,Sea Eagles,Titans,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Connor Tracey,Bulldogs,Wests Tigers,20,2026,Fullback,80:00,0,,0,26,209,46,64,0,1,1,0,5,0,0,3.56s,1,9,1,19,39,0.73,100.0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-
Jacob Kiraz,Bulldogs,Wests Tigers,20,2026,Winger,80:00,0,,0,20,169,62,19,0,1,0,0,2,1,0,3.91s,0,0,5,3,26,0.15,100.0,7,0,0,2,1,20,0,0,0,2,2,0,0,0,0,0,80:00,-
Matt Burton,Bulldogs,Wests Tigers,20,2026,Centre,80:00,1,65,16,14,139,48,0,1,2,1,0,1,1,0,3.52s,0,0,1,14,28,1.0,76.19,16,5,0,0,1,20,0,1,0,2,2,1,0,0,0,0,80:00,-
Enari Tuala,Bulldogs,Wests Tigers,20,2026,Centre,80:00,1,22,4,13,154,46,0,2,0,0,0,3,0,0,3.11s,0,0,0,3,17,0.23,78.57,22,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Jethro Rinakama,Bulldogs,Wests Tigers,20,2026,Winger,80:00,1,1,4,26,297,89,53,2,0,0,0,4,0,0,3.52s,0,0,0,1,29,0.04,50.0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,80:00,-
Sean O'Sullivan,Bulldogs,Wests Tigers,20,2026,Five-Eighth,68:00,0,,0,11,80,9,0,0,0,0,0,1,0,0,3.32s,0,0,0,48,62,4.36,100.0,23,0,0,0,10,400,0,1,0,0,0,0,0,0,0,0,67:34,-
Lachlan Galvin,Bulldogs,Wests Tigers,20,2026,Halfback,80:00,0,,0,10,93,36,0,0,0,1,0,1,3,0,3.32s,0,0,0,57,72,5.7,100.0,32,0,0,1,8,216,1,3,2,0,0,0,0,0,0,0,80:00,-
Max King,Bulldogs,Wests Tigers,20,2026,Prop,54:00,0,,0,17,173,68,43,0,0,0,0,2,14,0,3.74s,0,0,2,1,18,0.06,92.59,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:16,27:40
Bailey Hayward,Bulldogs,Wests Tigers,20,2026,Hooker,80:00,0,,0,3,31,12,0,0,0,0,0,2,0,0,2.94s,3,31,0,107,108,35.67,88.64,39,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,80:00,-
Leo Thompson,Bulldogs,Wests Tigers,20,2026,Prop,45:00,0,,0,11,103,37,15,0,0,0,0,0,9,0,3.54s,0,0,0,1,11,0.09,86.67,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:08,17:13
Jaeman Salmon,Bulldogs,Wests Tigers,20,2026,2nd Row,59:00,0,,0,14,135,60,0,0,0,0,0,2,14,0,3.14s,0,0,0,10,24,0.71,94.12,32,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,46:05,06:24
Jacob Preston,Bulldogs,Wests Tigers,20,2026,2nd Row,80:00,0,,0,9,94,44,0,0,1,1,0,1,8,0,3.42s,1,7,1,4,14,0.44,90.63,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Harry Hayes,Bulldogs,Wests Tigers,20,2026,Interchange,30:00,0,,0,9,72,29,0,0,0,0,0,1,9,0,3.41s,0,0,1,2,12,0.22,92.86,26,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26:36,03:25
Josh Curran,Bulldogs,Wests Tigers,20,2026,Lock,56:00,2,6;72,8,8,85,30,4,0,0,0,0,1,5,0,4.1s,2,22,0,5,15,0.63,96.67,29,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,46:03,10:20
Jack Underhill,Bulldogs,Wests Tigers,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Lipoi Hopoi,Bulldogs,Wests Tigers,20,2026,Interchange,25:00,0,,0,4,42,17,0,0,0,0,0,0,4,0,3.27s,0,0,0,0,4,,77.78,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25:00,-
Marcelo Montoya,Bulldogs,Wests Tigers,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Gordon Chan Kum Tong,Bulldogs,Wests Tigers,20,2026,Interchange,12:00,0,,0,1,35,9,35,0,0,1,0,0,0,0,-,0,0,1,10,12,10.0,87.5,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,12:26,-
Viliame Kikau,Bulldogs,Wests Tigers,20,2026,Interchange,51:00,0,,0,9,79,31,0,0,0,0,0,3,8,0,3.89s,0,0,2,3,11,0.33,93.75,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50:19,-
Jahream Bula,Wests Tigers,Bulldogs,20,2026,Fullback,80:00,0,,0,26,199,52,74,0,0,0,0,0,0,0,3.49s,0,0,1,18,42,0.69,72.73,8,2,0,2,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-
Sunia Turuva,Wests Tigers,Bulldogs,20,2026,Winger,80:00,0,,0,19,158,49,0,0,0,0,0,4,0,0,3.59s,0,0,0,3,26,0.16,75.0,3,0,0,0,2,10,0,0,2,2,0,0,0,0,0,0,80:00,-
Heamasi Makasini,Wests Tigers,Bulldogs,20,2026,Centre,68:00,0,,0,11,98,41,0,0,0,0,0,1,0,0,3.51s,0,0,0,4,15,0.36,68.42,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67:35,-
Starford To'a,Wests Tigers,Bulldogs,20,2026,Centre,80:00,0,,0,12,96,40,0,0,0,0,0,5,1,0,3.83s,0,0,1,7,17,0.58,96.0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Jeral Skelton,Wests Tigers,Bulldogs,20,2026,Winger,80:00,0,,0,15,122,44,17,0,0,0,0,3,0,0,3.63s,0,0,0,1,16,0.07,80.0,12,3,0,0,1,16,0,0,1,1,1,0,1,0,0,0,80:00,-
Jarome Luai,Wests Tigers,Bulldogs,20,2026,Five-Eighth,80:00,0,,0,12,75,21,0,0,0,0,0,3,0,0,3.58s,1,16,0,39,47,3.25,80.0,24,4,0,0,3,74,1,1,1,1,1,0,0,0,0,0,80:00,-
Adam Doueihi,Wests Tigers,Bulldogs,20,2026,Halfback,80:00,0,,0,16,102,24,0,0,0,0,0,2,0,0,4.07s,1,7,1,36,60,2.25,90.91,20,1,0,0,14,510,0,2,1,1,0,0,0,0,0,0,80:00,-
Terrell May,Wests Tigers,Bulldogs,20,2026,Prop,61:00,0,,0,8,76,30,0,0,0,0,0,4,8,0,3.3s,0,0,3,9,17,1.13,97.5,39,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,30:53,29:41
Jared Haywood,Wests Tigers,Bulldogs,20,2026,Hooker,16:00,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,15,16,,81.82,18,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16:09,-
Fonua Pole,Wests Tigers,Bulldogs,20,2026,Interchange,45:00,0,,0,12,90,36,13,0,0,0,0,1,11,0,3.21s,0,0,0,0,12,,87.1,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44:17,-
Samuela Fainu,Wests Tigers,Bulldogs,20,2026,2nd Row,80:00,0,,0,11,94,40,1,0,0,0,0,1,9,0,3.27s,0,0,1,2,14,0.18,83.72,36,3,0,0,1,4,0,0,1,1,1,0,0,0,0,0,80:00,-
Sione Fainu,Wests Tigers,Bulldogs,20,2026,2nd Row,47:00,0,,0,7,53,24,0,0,0,0,0,0,7,0,3.31s,0,0,0,1,8,0.14,90.63,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47:26,-
Alex Twal,Wests Tigers,Bulldogs,20,2026,Lock,53:00,0,,0,10,84,29,0,0,0,0,0,0,10,0,3.69s,0,0,0,2,12,0.2,92.68,38,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,50:19,12:25
Latu Fainu,Wests Tigers,Bulldogs,20,2026,Interchange,39:00,0,,0,6,30,0,0,0,0,0,0,0,0,0,-,0,0,0,23,23,3.83,80.95,17,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39:00,-
Ethan Roberts,Wests Tigers,Bulldogs,20,2026,Interchange,33:00,0,,0,7,53,26,0,0,0,0,0,1,6,0,3.57s,0,0,1,1,7,0.14,87.5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33:00,-
Alex Seyfarth,Wests Tigers,Bulldogs,20,2026,Prop,35:00,0,,0,3,19,5,0,0,0,0,0,0,2,0,3s,0,0,0,3,5,1.0,100.0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19:20,16:23
Faaletino Tavana,Wests Tigers,Bulldogs,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Kit Laulilii,Wests Tigers,Bulldogs,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Apisai Koroisau,Wests Tigers,Bulldogs,20,2026,Interchange,64:00,0,,0,5,51,29,0,0,0,0,0,1,3,0,3.28s,2,31,0,90,99,18.0,94.87,37,2,0,1,3,90,0,0,0,1,0,0,1,0,0,0,64:00,-
Taine Tuaupiki,Warriors,Dragons,20,2026,Fullback,80:00,0,,0,23,215,58,85,1,0,0,0,4,0,0,3.34s,1,10,0,8,30,0.35,83.33,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Dallin Watene-Zelezniak,Warriors,Dragons,20,2026,Winger,80:00,1,44,4,22,227,86,11,2,0,0,0,3,5,0,3.1s,0,0,0,4,24,0.18,60.0,3,1,0,1,1,12,1,0,1,2,1,1,0,0,0,0,80:00,-
Ali Leiataua,Warriors,Dragons,20,2026,Centre,80:00,0,,0,12,146,43,0,1,2,1,0,2,2,0,3.25s,0,0,0,5,15,0.42,100.0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-
Adam Pompey,Warriors,Dragons,20,2026,Centre,80:00,1,3,4,10,87,28,0,1,0,0,0,2,0,0,4.01s,0,0,0,8,18,0.8,60.0,9,3,0,0,1,0,0,0,1,3,2,0,0,0,0,0,80:00,-
Alofiana Khan-Pereira,Warriors,Dragons,20,2026,Winger,80:00,1,32,4,12,148,25,75,1,0,0,0,2,0,0,4.05s,0,0,0,1,16,0.08,66.67,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-
Chanel Harris-Tavita,Warriors,Dragons,20,2026,Five-Eighth,80:00,0,,8,9,57,14,0,0,1,1,0,1,0,0,3.74s,0,0,0,38,55,4.22,76.19,16,4,0,0,13,427,1,3,1,0,0,0,0,0,0,0,80:00,-
Te Maire Martin,Warriors,Dragons,20,2026,Halfback,80:00,0,,0,10,74,11,0,0,0,0,0,2,0,0,2.89s,0,0,0,43,58,4.3,100.0,25,0,0,0,9,199,1,4,1,2,1,0,0,0,0,0,80:00,-
James Fisher-Harris,Warriors,Dragons,20,2026,Prop,60:00,0,,0,18,189,83,10,0,0,0,0,0,17,0,3.18s,0,0,0,4,21,0.22,75.0,24,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23:37,24:04
Wayde Egan,Warriors,Dragons,20,2026,Hooker,59:00,0,,0,5,41,10,0,0,0,0,0,0,0,0,5.02s,4,35,0,85,88,17.0,92.86,39,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14:55,44:42
Mitchell Barnett,Warriors,Dragons,20,2026,Prop,56:00,0,,0,19,190,64,64,0,0,0,0,0,13,0,3.27s,0,0,0,3,22,0.16,87.1,27,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,31:01,24:55
Kurt Capewell,Warriors,Dragons,20,2026,2nd Row,80:00,0,,0,9,68,29,11,0,0,0,0,0,7,0,4.17s,0,0,0,3,12,0.33,87.8,36,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,80:00,-
Jacob Laban,Warriors,Dragons,20,2026,2nd Row,52:00,0,,0,5,37,14,0,0,0,0,0,1,5,0,3.88s,0,0,0,0,6,,86.21,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52:01,-
Erin Clark,Warriors,Dragons,20,2026,Lock,56:00,0,,0,16,161,64,0,0,0,0,0,0,14,0,3.56s,0,0,0,11,25,0.69,87.88,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30:59,24:36
Sam Healey,Warriors,Dragons,20,2026,Interchange,21:00,0,,0,4,38,14,0,0,0,0,0,0,0,0,4.35s,4,38,0,35,39,8.75,100.0,5,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,14:52,05:31
Tanner Stowers-Smith,Warriors,Dragons,20,2026,Interchange,44:00,0,,0,16,155,54,26,0,0,0,0,1,14,0,3.21s,0,0,1,0,16,,85.29,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44:00,-
Demitric Vaimauga,Warriors,Dragons,20,2026,Interchange,24:00,0,,0,6,78,32,14,0,0,0,0,1,5,0,3.21s,0,0,1,1,7,0.17,100.0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24:25,-
Leka Halasima,Warriors,Dragons,20,2026,Interchange,28:00,0,,0,4,41,14,0,0,0,0,0,2,4,0,4.41s,0,0,0,0,4,,92.31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:00,-
Eddie Ieremia-Toeava,Warriors,Dragons,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Charnze Nicoll-Klokstad,Warriors,Dragons,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Clinton Gutherson,Dragons,Warriors,20,2026,Fullback,80:00,1,13,4,16,133,33,27,1,0,0,0,0,0,0,3.83s,2,23,0,16,35,1.0,66.67,2,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,80:00,-
Setu Tu,Dragons,Warriors,20,2026,Winger,80:00,0,,0,20,146,70,10,0,1,0,0,2,0,0,3.94s,1,8,1,3,28,0.15,100.0,2,0,0,1,1,0,0,0,0,6,6,0,0,0,0,0,80:00,-
Mathew Feagai,Dragons,Warriors,20,2026,Centre,80:00,0,,0,16,176,37,0,1,0,0,0,8,2,0,2.92s,0,0,2,3,17,0.19,69.23,9,4,0,0,1,7,0,0,1,0,0,0,0,0,0,0,80:00,-
Valentine Holmes,Dragons,Warriors,20,2026,Centre,80:00,0,,4,10,79,31,0,0,0,0,0,1,0,0,3.18s,0,0,0,0,8,,80.0,12,3,0,0,0,0,0,0,0,2,2,1,0,0,0,0,80:00,-
Tyrell Sloan,Dragons,Warriors,20,2026,Winger,80:00,0,,0,10,53,12,3,0,0,0,0,2,0,0,3.31s,0,0,0,2,13,0.2,75.0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Daniel Atkinson,Dragons,Warriors,20,2026,Five-Eighth,80:00,0,,0,7,53,14,0,1,0,0,0,2,0,0,3.8s,1,7,1,20,44,2.86,92.59,25,2,0,0,18,581,0,4,2,1,1,1,0,0,0,0,80:00,-
Kyle Flanagan,Dragons,Warriors,20,2026,Halfback,80:00,0,,0,9,53,11,0,0,0,0,0,0,0,0,3.85s,0,0,0,35,42,3.89,91.3,21,2,0,1,2,64,0,1,0,0,0,1,1,0,0,0,80:00,-
Loko Jnr Pasifiki Tonga,Dragons,Warriors,20,2026,Prop,37:00,0,,0,8,71,23,9,0,0,0,0,2,7,0,3.19s,0,0,0,1,9,0.13,95.83,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20:35,15:51
Damien Cook,Dragons,Warriors,20,2026,Hooker,37:00,0,,0,1,17,4,0,0,0,0,0,0,0,0,3.56s,1,17,0,38,39,38.0,100.0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31:54,04:41
Toby Couchman,Dragons,Warriors,20,2026,Prop,80:00,0,,0,18,167,82,0,0,0,0,0,4,18,0,3.32s,0,0,2,3,21,0.17,93.33,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Dylan Egan,Dragons,Warriors,20,2026,2nd Row,80:00,0,,0,10,79,31,0,0,0,0,0,3,10,0,3.22s,0,0,0,5,16,0.5,97.87,46,1,0,0,1,2,0,0,0,0,0,1,2,0,0,0,80:00,-
Hamish Stewart,Dragons,Warriors,20,2026,2nd Row,75:00,1,35,4,10,88,20,0,1,1,1,0,2,9,0,2.59s,0,0,0,13,22,1.3,92.16,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57:40,17:33
Ryan Couchman,Dragons,Warriors,20,2026,Lock,72:00,0,,0,14,125,54,0,0,0,0,0,2,14,0,3.36s,0,0,2,0,14,,100.0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55:52,15:43
Jacob Liddle,Dragons,Warriors,20,2026,Interchange,43:00,0,,0,4,33,6,0,0,0,0,0,2,2,0,2s,2,13,0,71,75,17.75,97.06,33,1,0,0,1,16,0,0,1,0,1,0,1,0,0,0,43:25,-
